Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000240450	ENSG00000240450.1	27629055	27632852	Y	CSPG4P1Y
ENSG00000240452	ENSG00000240452.1	120440871	120441158	3	RP11-567P17.1
ENSG00000240453	ENSG00000240453.1	745489	753092	1	RP11-206L10.10
ENSG00000240454	ENSG00000240454.1	13707046	13707203	11	RPL39P26
ENSG00000240455	ENSG00000240455.1	1870787	1871064	4	RN7SL671P
ENSG00000240457	ENSG00000240457.2	102543520	102543810	14	RN7SL472P
ENSG00000240458	ENSG00000240458.1	166439246	166439398	3	RP11-450H5.3
ENSG00000240459	ENSG00000240459.2	113037666	113038059	4	RP11-477G18.1
ENSG00000240463	ENSG00000240463.1	35037895	35038335	14	RPS19P3
ENSG00000240466	ENSG00000240466.2	84874184	84874466	15	RN7SL331P
ENSG00000240470	ENSG00000240470.2	90709465	90709756	15	RN7SL346P
ENSG00000240471	ENSG00000240471.1	119510676	119511400	3	PHBP8
ENSG00000240474	ENSG00000240474.2	37501413	37501720	20	RN7SL116P
ENSG00000240476	ENSG00000240476.1	98699902	98701940	3	LINC00973
ENSG00000240477	ENSG00000240477.1	149768516	149769243	3	RP11-63E16.1
ENSG00000240478	ENSG00000240478.1	181839672	181859925	3	RP11-416O18.2
ENSG00000240480	ENSG00000240480.1	7657638	7658294	17	RPL29P2
ENSG00000240481	ENSG00000240481.2	24859722	24860015	12	RN7SL38P
ENSG00000240484	ENSG00000240484.1	93262623	93262970	15	RP11-386M24.1
ENSG00000240486	ENSG00000240486.2	5334070	5334488	8	RPL23AP54
ENSG00000240487	ENSG00000240487.1	113950245	113951868	3	RP11-553L6.3
ENSG00000240489	ENSG00000240489.1	155705093	155705965	3	SETP14
ENSG00000240490	ENSG00000240490.2	19750878	19751163	1	RN7SL277P
ENSG00000240494	ENSG00000240494.2	26982575	26983001	17	RPS12P28
ENSG00000240497	ENSG00000240497.2	171185873	171187422	3	RP11-185E8.1
ENSG00000240498	ENSG00000240498.2	21994777	22121096	9	CDKN2B-AS1
ENSG00000240499	ENSG00000240499.3	121968523	122080410	7	RP5-1101C3.1
ENSG00000240502	ENSG00000240502.2	231029887	231030173	1	RN7SL837P
ENSG00000240505	ENSG00000240505.4	16832849	16875432	17	TNFRSF13B
ENSG00000240509	ENSG00000240509.1	94969566	94969919	8	RPL34P18
ENSG00000240510	ENSG00000240510.2	151682909	151702070	1	AL589765.1
ENSG00000240511	ENSG00000240511.1	148817286	148817602	3	MED28P2
ENSG00000240513	ENSG00000240513.1	31288920	31289120	14	RP11-829H16.1
ENSG00000240518	ENSG00000240518.2	139988670	139988985	5	RP11-515C16.1
ENSG00000240519	ENSG00000240519.1	26629307	26629657	8	RP11-384C12.1
ENSG00000240520	ENSG00000240520.1	84831111	84863514	1	UOX
ENSG00000240521	ENSG00000240521.1	148568720	148677899	3	RP11-680B3.2
ENSG00000240522	ENSG00000240522.1	21332451	21333241	19	RPL7AP10
ENSG00000240524	ENSG00000240524.2	229406674	229407346	1	RP5-1061H20.3
ENSG00000240527	ENSG00000240527.1	97593265	97633515	10	RP11-429G19.3
ENSG00000240531	ENSG00000240531.1	28043297	28043703	17	RPL21P123
ENSG00000240533	ENSG00000240533.2	6204867	6205136	12	RN7SL69P
ENSG00000240534	ENSG00000240534.1	53225714	53226060	8	RPL34P17
ENSG00000240535	ENSG00000240535.4	54317127	54338672	5	CTD-2313F11.1
ENSG00000240540	ENSG00000240540.2	80483388	80484570	8	RPL3P9
ENSG00000240541	ENSG00000240541.2	149095565	149104370	3	TM4SF1-AS1
ENSG00000240542	ENSG00000240542.2	39344697	39346891	17	KRTAP9-1
ENSG00000240545	ENSG00000240545.2	57660516	57660808	4	RN7SL492P
ENSG00000240549	ENSG00000240549.2	63846321	63847495	3	THOC7-AS1
ENSG00000240553	ENSG00000240553.1	23346640	23414551	1	RP1-184J9.2
ENSG00000240554	ENSG00000240554.1	29747311	29748112	11	RPL7AP58
ENSG00000240562	ENSG00000240562.1	127208396	127209630	3	RP11-59J16.2
ENSG00000240563	ENSG00000240563.1	62660503	62678000	1	L1TD1
ENSG00000240566	ENSG00000240566.1	26796955	26797681	Y	AC010153.3
ENSG00000240567	ENSG00000240567.1	161144215	161166030	3	RP11-3P17.4
ENSG00000240568	ENSG00000240568.1	68241548	68241730	3	RP11-1008M1.1
ENSG00000240571	ENSG00000240571.1	129813558	129845201	7	RP11-775D22.3
ENSG00000240572	ENSG00000240572.1	99045221	99045396	3	RP11-121C1.1
ENSG00000240573	ENSG00000240573.1	78136555	78141421	3	RP11-354H21.2
ENSG00000240577	ENSG00000240577.2	5673426	5673716	10	RN7SL445P
ENSG00000240578	ENSG00000240578.1	142349249	142349699	7	TRBV22-1
ENSG00000240579	ENSG00000240579.1	127497905	127498541	7	RP11-20L24.1
ENSG00000240583	ENSG00000240583.6	30893010	30965131	7	AQP1
ENSG00000240584	ENSG00000240584.2	7614211	7614498	20	RN7SL547P
ENSG00000240589	ENSG00000240589.2	42486429	42486726	17	RN7SL258P
ENSG00000240590	ENSG00000240590.1	111117305	111118193	8	RP11-403P13.1
ENSG00000240591	ENSG00000240591.1	31850237	31860190	22	RP11-247I13.11
ENSG00000240596	ENSG00000240596.1	155933349	155945672	3	KCNAB1-AS2
ENSG00000240601	ENSG00000240601.1	154394377	154394908	3	RPL9P15
ENSG00000240602	ENSG00000240602.3	151488216	151502682	3	RP11-64D22.2
ENSG00000240606	ENSG00000240606.2	123066419	123066693	6	RN7SL564P
ENSG00000240611	ENSG00000240611.1	132507910	132508745	5	CTB-49A3.1
ENSG00000240613	ENSG00000240613.2	15525782	15526079	9	RN7SL98P
ENSG00000240616	ENSG00000240616.1	13004947	13005694	19	AD000092.3
ENSG00000240618	ENSG00000240618.1	694412	700305	1	RP11-206L10.5
ENSG00000240621	ENSG00000240621.1	143873833	143874235	7	OR2AO1P
ENSG00000240622	ENSG00000240622.1	123870807	123871910	3	RPL7P15
ENSG00000240624	ENSG00000240624.1	103749270	103749805	14	RP11-45P15.2
ENSG00000240625	ENSG00000240625.2	43003936	43004238	6	RN7SL403P
ENSG00000240626	ENSG00000240626.2	34418268	34418530	19	RN7SL150P
ENSG00000240627	ENSG00000240627.1	50571087	50571568	5	CTD-2312P21.1
ENSG00000240631	ENSG00000240631.1	107304535	107304887	12	RPL30P12
ENSG00000240632	ENSG00000240632.2	84528352	84534841	9	SPATA31D5P
ENSG00000240634	ENSG00000240634.1	28825301	28825994	16	RP11-1348G14.1
ENSG00000240637	ENSG00000240637.2	115720487	115720783	4	RN7SL808P
ENSG00000240639	ENSG00000240639.2	41850846	41851147	20	RN7SL666P
ENSG00000240641	ENSG00000240641.2	51840458	51840755	6	RN7SL580P
ENSG00000240647	ENSG00000240647.2	32377132	32377414	22	RN7SL305P
ENSG00000240651	ENSG00000240651.1	62701968	62708699	7	SEPT7P4
ENSG00000240652	ENSG00000240652.1	107779146	107779490	11	RP11-832N8.1
ENSG00000240654	ENSG00000240654.2	24881304	24896673	13	C1QTNF9
ENSG00000240661	ENSG00000240661.1	120068357	120086845	3	RP11-174O3.3
ENSG00000240663	ENSG00000240663.2	47733370	47733648	18	RN7SL310P
ENSG00000240665	ENSG00000240665.1	75444339	75444471	3	LSP1P2
ENSG00000240666	ENSG00000240666.1	154876530	154901074	3	MME-AS1
ENSG00000240667	ENSG00000240667.1	151991138	151994984	1	AL450992.6
ENSG00000240668	ENSG00000240668.1	137820320	137821759	3	KRT8P36
ENSG00000240669	ENSG00000240669.1	153535027	153535485	4	RP11-555K12.2
ENSG00000240671	ENSG00000240671.1	89291928	89292450	2	IGKV1-8
ENSG00000240673	ENSG00000240673.1	20190627	20191348	19	AC006539.2
ENSG00000240674	ENSG00000240674.1	165933518	165933997	4	RP11-366M4.1
ENSG00000240677	ENSG00000240677.1	141511605	141512057	7	MYL6P4
ENSG00000240680	ENSG00000240680.1	130507964	130508270	7	AC016831.3
ENSG00000240682	ENSG00000240682.5	128846258	128880136	3	ISY1
ENSG00000240685	ENSG00000240685.1	128808053	128809538	7	RP11-286H14.6
ENSG00000240687	ENSG00000240687.1	9778901	9789568	2	RP11-521D12.1
ENSG00000240692	ENSG00000240692.2	70345275	70345577	1	RN7SL538P
ENSG00000240694	ENSG00000240694.4	26362202	26371608	8	PNMA2
ENSG00000240695	ENSG00000240695.1	136455342	136456071	3	RP11-102M11.1
ENSG00000240698	ENSG00000240698.1	108561016	108561683	11	RPS2P39
ENSG00000240704	ENSG00000240704.1	170670639	170671686	3	KLF7P1
ENSG00000240707	ENSG00000240707.2	134779038	134789858	10	LINC01168
ENSG00000240708	ENSG00000240708.1	55330228	55334766	3	RP11-64C1.1
ENSG00000240710	ENSG00000240710.1	204572163	204585693	1	RP11-430C7.4
ENSG00000240713	ENSG00000240713.2	22784247	22784539	19	RN7SL860P
ENSG00000240718	ENSG00000240718.2	6087354	6087651	7	RN7SL851P
ENSG00000240720	ENSG00000240720.3	91741473	91808845	7	LRRD1
ENSG00000240721	ENSG00000240721.2	88338662	88344596	12	RPS4XP15
ENSG00000240723	ENSG00000240723.2	140021531	140021810	4	RN7SL382P
ENSG00000240724	ENSG00000240724.2	103515981	103516365	8	RPS12P15
ENSG00000240729	ENSG00000240729.1	176691767	176692242	5	CTD-2301A4.3
ENSG00000240730	ENSG00000240730.2	97996228	97996510	14	RN7SL710P
ENSG00000240731	ENSG00000240731.1	1252961	1254069	1	RP5-890O3.9
ENSG00000240733	ENSG00000240733.2	36418692	36418978	6	RN7SL502P
ENSG00000240738	ENSG00000240738.1	33716998	33717741	8	RP1-273G13.1
ENSG00000240739	ENSG00000240739.1	8147366	8147680	12	RP11-69M1.1
ENSG00000240747	ENSG00000240747.3	42850975	42984284	3	KRBOX1
ENSG00000240750	ENSG00000240750.2	28358397	28358691	1	RN7SL559P
ENSG00000240751	ENSG00000240751.1	113079114	113080166	3	RP11-553D4.2
ENSG00000240752	ENSG00000240752.1	78808124	78808524	3	RP11-588D3.1
ENSG00000240754	ENSG00000240754.1	206288156	206306131	1	RP11-38J22.6
ENSG00000240755	ENSG00000240755.1	15515902	15516479	21	ERLEC1P1
ENSG00000240758	ENSG00000240758.2	128095991	128109251	7	RP11-155G14.6
ENSG00000240759	ENSG00000240759.1	43072675	43072926	12	RP11-25I15.1
ENSG00000240760	ENSG00000240760.1	55386633	55387000	16	RPL31P56
ENSG00000240761	ENSG00000240761.1	203638443	203639083	2	AC098831.4
ENSG00000240764	ENSG00000240764.2	140868808	140892546	5	PCDHGC5
ENSG00000240766	ENSG00000240766.1	111395583	111396280	3	PLCXD2-AS1
ENSG00000240767	ENSG00000240767.2	46743594	46743883	13	RN7SL288P
ENSG00000240770	ENSG00000240770.1	19135632	19164840	21	C21orf91-OT1
ENSG00000240771	ENSG00000240771.2	58003963	58013162	12	ARHGEF25
ENSG00000240772	ENSG00000240772.2	168321648	168321905	4	RN7SL776P
ENSG00000240774	ENSG00000240774.1	120203018	120203374	3	RP11-359H3.4
ENSG00000240775	ENSG00000240775.1	123761498	123761845	4	RP11-170N16.2
ENSG00000240776	ENSG00000240776.1	113569084	113569578	3	RP11-435F17.1
ENSG00000240777	ENSG00000240777.2	55644631	55647132	3	RP11-58O15.1
ENSG00000240785	ENSG00000240785.1	18049659	18049981	5	RPL36AP21
ENSG00000240787	ENSG00000240787.1	111289485	111289901	3	RP11-615J4.4
ENSG00000240790	ENSG00000240790.1	127284739	127292066	7	AC073934.6
ENSG00000240791	ENSG00000240791.1	94872857	94873150	9	RP11-100G15.5
ENSG00000240792	ENSG00000240792.1	163192855	163197153	3	RP11-418B12.1
ENSG00000240793	ENSG00000240793.1	48368382	48368765	16	UBA52P8
ENSG00000240796	ENSG00000240796.1	106621020	106621370	3	MTND2P14
ENSG00000240800	ENSG00000240800.1	37537046	37604729	10	ATP8A2P1
ENSG00000240801	ENSG00000240801.1	2150351	2151194	11	AC132217.4
ENSG00000240803	ENSG00000240803.2	14323864	14324131	19	RN7SL231P
ENSG00000240804	ENSG00000240804.1	147308783	147309622	3	NPM1P28
ENSG00000240808	ENSG00000240808.1	17159523	17159812	11	CTD-3236F5.1
ENSG00000240809	ENSG00000240809.1	76483169	76484579	3	RP11-550F7.1
ENSG00000240813	ENSG00000240813.2	10648870	10649860	17	RP11-963H4.2
ENSG00000240820	ENSG00000240820.2	48633124	48633416	18	RN7SL695P
ENSG00000240821	ENSG00000240821.1	66671675	66672253	15	RPL9P25
ENSG00000240823	ENSG00000240823.2	61211602	61211899	11	RN7SL23P
ENSG00000240824	ENSG00000240824.1	165878565	165878907	3	MTND3P7
ENSG00000240827	ENSG00000240827.1	98338909	98339462	3	RP11-227H4.1
ENSG00000240828	ENSG00000240828.1	41231319	41231797	17	RPL21P4
ENSG00000240834	ENSG00000240834.1	90198535	90199190	2	IGKV1D-12
ENSG00000240837	ENSG00000240837.2	71076803	71077094	14	RN7SL77P
ENSG00000240842	ENSG00000240842.1	69613257	69620273	3	RP11-62G11.2
ENSG00000240846	ENSG00000240846.1	1307403	1307720	19	RPS15P9
ENSG00000240847	ENSG00000240847.2	41484165	41484463	15	RN7SL497P
ENSG00000240849	ENSG00000240849.6	48697663	48770335	20	TMEM189
ENSG00000240853	ENSG00000240853.2	134600556	134600854	9	RN7SL328P
ENSG00000240854	ENSG00000240854.1	131894246	131895555	3	RP11-64K7.1
ENSG00000240857	ENSG00000240857.1	18735989	18741946	2	RDH14
ENSG00000240859	ENSG00000240859.1	149597	155465	7	AC093627.10
ENSG00000240861	ENSG00000240861.1	74586149	74586644	16	RP11-572F4.1
ENSG00000240863	ENSG00000240863.2	58233474	58233740	16	RN7SL645P
ENSG00000240864	ENSG00000240864.1	89399352	89399854	2	IGKV1-16
ENSG00000240868	ENSG00000240868.1	24889863	24895736	13	C1QTNF9-AS1
ENSG00000240869	ENSG00000240869.2	20421812	20422118	6	RN7SL128P
ENSG00000240870	ENSG00000240870.2	99794283	99794856	8	RPL19P14
ENSG00000240871	ENSG00000240871.3	39240459	39241396	17	KRTAP4-7
ENSG00000240873	ENSG00000240873.1	26443265	26443432	17	RPS29P22
ENSG00000240874	ENSG00000240874.1	57848149	57848577	15	CTD-2515H24.1
ENSG00000240875	ENSG00000240875.1	156465135	156534851	3	LINC00886
ENSG00000240877	ENSG00000240877.2	148822785	148823078	7	RN7SL521P
ENSG00000240881	ENSG00000240881.1	23541868	23542748	11	RP11-713P14.1
ENSG00000240882	ENSG00000240882.1	120025573	120026799	3	RP11-174O3.1
ENSG00000240888	ENSG00000240888.1	143031909	143033271	3	RP13-635I23.3
ENSG00000240889	ENSG00000240889.1	140395136	140396877	7	NDUFB2-AS1
ENSG00000240890	ENSG00000240890.2	132105366	132107918	3	RP11-65E22.2
ENSG00000240891	ENSG00000240891.2	111393523	111565294	3	PLCXD2
ENSG00000240893	ENSG00000240893.1	112455294	112468166	3	RP11-572C15.5
ENSG00000240895	ENSG00000240895.1	110246329	110248429	3	RP11-119D18.1
ENSG00000240898	ENSG00000240898.1	3568514	3568996	17	RP11-48B14.1
ENSG00000240902	ENSG00000240902.1	87643988	87644526	3	APOOP2
ENSG00000240905	ENSG00000240905.2	56892801	56893096	8	RN7SL798P
ENSG00000240906	ENSG00000240906.2	25047814	25048364	22	AP000356.1
ENSG00000240907	ENSG00000240907.1	69174213	69179458	9	BX255923.3
ENSG00000240912	ENSG00000240912.1	113822096	113822475	3	RP11-274J15.2
ENSG00000240913	ENSG00000240913.2	25280901	25281196	2	RN7SL856P
ENSG00000240914	ENSG00000240914.1	95267186	95267800	14	RPL15P2
ENSG00000240915	ENSG00000240915.2	63925627	63927240	8	RP11-659E9.2
ENSG00000240919	ENSG00000240919.1	54445468	54446264	8	RP11-400K9.1
ENSG00000240922	ENSG00000240922.1	116078871	116088937	3	LSAMP-AS1
ENSG00000240925	ENSG00000240925.1	120685263	120685594	12	RPS20P31
ENSG00000240927	ENSG00000240927.2	102313442	102313716	15	RN7SL209P
ENSG00000240929	ENSG00000240929.2	149369722	149399226	1	HIST2H2BB
ENSG00000240934	ENSG00000240934.2	58492805	58493217	15	RP11-925D8.1
ENSG00000240935	ENSG00000240935.2	106998562	107010027	2	PLGLA
ENSG00000240936	ENSG00000240936.2	6938835	6939130	6	RN7SL554P
ENSG00000240940	ENSG00000240940.2	64109768	64110048	10	RN7SL591P
ENSG00000240950	ENSG00000240950.1	142545938	142546570	3	RP11-372E1.1
ENSG00000240951	ENSG00000240951.1	89637036	89637720	3	RP11-91A15.2
ENSG00000240954	ENSG00000240954.1	22218553	22219830	14	RPL4P1
ENSG00000240959	ENSG00000240959.1	50914143	50915088	3	ST13P14
ENSG00000240960	ENSG00000240960.1	9886833	9886998	2	RP11-521D12.4
ENSG00000240961	ENSG00000240961.2	92449327	92449614	6	RN7SL415P
ENSG00000240963	ENSG00000240963.1	244538402	244572894	1	RP11-518L10.5
ENSG00000240964	ENSG00000240964.2	78987155	78987442	3	RN7SL751P
ENSG00000240966	ENSG00000240966.2	88308038	88308326	4	RN7SL681P
ENSG00000240970	ENSG00000240970.1	118873722	118874156	11	RPL23AP64
ENSG00000240972	ENSG00000240972.1	24236191	24237414	22	MIF
ENSG00000240973	ENSG00000240973.1	115319399	115322672	7	RP11-458K10.2
ENSG00000240974	ENSG00000240974.1	140968502	140968709	5	CTD-2024I7.1
ENSG00000240975	ENSG00000240975.1	39183003	39183517	11	RP11-313M3.1
ENSG00000240977	ENSG00000240977.2	140740253	140740553	2	RN7SL283P
ENSG00000240979	ENSG00000240979.1	82340984	82341236	9	RP11-79D8.2
ENSG00000240980	ENSG00000240980.1	9283295	9286235	2	RP11-734K21.4
ENSG00000240983	ENSG00000240983.1	44302938	44303186	18	RP11-742D12.1
ENSG00000240990	ENSG00000240990.5	27224137	27228912	7	HOXA11-AS
ENSG00000240991	ENSG00000240991.3	133702065	133702538	12	RPL23AP67
ENSG00000240992	ENSG00000240992.1	146190962	146191710	4	RPS23P4
ENSG00000240993	ENSG00000240993.2	19329225	19329523	12	RN7SL459P
ENSG00000240994	ENSG00000240994.2	82770180	82770459	15	RN7SL61P
ENSG00000240995	ENSG00000240995.2	47225701	47226473	17	RP11-708H21.1
ENSG00000240996	ENSG00000240996.1	91454052	91457685	10	RP11-80H5.7
ENSG00000240997	ENSG00000240997.2	88555368	88555663	6	RN7SL183P
ENSG00000241002	ENSG00000241002.1	113659828	113660262	4	RP11-119H12.1
ENSG00000241003	ENSG00000241003.1	95700456	95700838	8	RP11-22C11.1
ENSG00000241007	ENSG00000241007.1	152064604	152065746	7	SEPT7P6
ENSG00000241008	ENSG00000241008.1	7805244	7805954	11	RP11-494M8.1
ENSG00000241011	ENSG00000241011.1	189027712	189028068	4	RP11-713C19.1
ENSG00000241014	ENSG00000241014.1	35439957	35450914	1	RP11-244H3.1
ENSG00000241015	ENSG00000241015.2	53935237	53947923	19	TPM3P9
ENSG00000241018	ENSG00000241018.1	96472029	96473515	3	RCC2P5
ENSG00000241020	ENSG00000241020.1	82924047	82924446	11	RP11-727A23.1
ENSG00000241022	ENSG00000241022.1	75133306	75134388	3	NIPA2P2
ENSG00000241026	ENSG00000241026.1	22247378	22248168	8	CTD-2036J7.1
ENSG00000241030	ENSG00000241030.1	120960467	120961246	12	RPL29P24
ENSG00000241032	ENSG00000241032.2	37766259	37766553	8	RN7SL709P
ENSG00000241034	ENSG00000241034.2	22706884	22707162	15	RN7SL545P
ENSG00000241035	ENSG00000241035.2	21867084	21867441	14	RP11-689J19.1
ENSG00000241037	ENSG00000241037.2	123008661	123008966	4	RN7SL335P
ENSG00000241042	ENSG00000241042.1	59520069	59521721	1	RP11-145M4.1
ENSG00000241043	ENSG00000241043.1	32566787	32568619	9	GVQW1
ENSG00000241045	ENSG00000241045.1	77115314	77116066	12	RPL7P43
ENSG00000241048	ENSG00000241048.1	149919961	149942977	3	RP11-167H9.5
ENSG00000241052	ENSG00000241052.1	35613227	35613686	14	RP11-173D9.1
ENSG00000241054	ENSG00000241054.1	20075045	20076328	20	RP5-1002M8.4
ENSG00000241057	ENSG00000241057.1	44001189	44012924	7	AC004985.12
ENSG00000241058	ENSG00000241058.1	18834490	18940551	10	NSUN6
ENSG00000241059	ENSG00000241059.2	90651197	90651843	5	CTD-2061E19.6
ENSG00000241061	ENSG00000241061.2	25154076	25154972	15	RPL5P1
ENSG00000241064	ENSG00000241064.2	15548132	15548412	3	RN7SL110P
ENSG00000241067	ENSG00000241067.2	16188049	16189066	16	RPL17P40
ENSG00000241069	ENSG00000241069.1	53889486	53889641	19	CTD-3141N22.1
ENSG00000241073	ENSG00000241073.1	100523546	100550027	1	RP4-714D9.2
ENSG00000241074	ENSG00000241074.2	169307834	169308136	2	RN7SL813P
ENSG00000241075	ENSG00000241075.2	28948669	28948947	15	RN7SL719P
ENSG00000241081	ENSG00000241081.1	77352720	77353093	14	RP11-488C13.1
ENSG00000241082	ENSG00000241082.2	62703456	62703706	11	RN7SL259P
ENSG00000241084	ENSG00000241084.1	132021341	132023860	9	RP11-344B5.3
ENSG00000241088	ENSG00000241088.2	60082911	60083460	18	RPL17P44
ENSG00000241095	ENSG00000241095.1	82855666	82857172	3	CYP51A1P1
ENSG00000241097	ENSG00000241097.2	74449523	74449841	11	RP11-864N7.1
ENSG00000241098	ENSG00000241098.1	182164758	182204152	3	RP11-139K4.1
ENSG00000241101	ENSG00000241101.1	64089146	64091732	3	PRICKLE2-AS2
ENSG00000241102	ENSG00000241102.1	128735355	128735865	7	RP11-286H14.2
ENSG00000241103	ENSG00000241103.1	95290984	95291314	4	RP11-398J16.1
ENSG00000241104	ENSG00000241104.1	43715943	43752798	19	CEACAMP10
ENSG00000241105	ENSG00000241105.1	71418486	71419053	8	RP11-333A23.2
ENSG00000241106	ENSG00000241106.2	32780540	32784825	6	HLA-DOB
ENSG00000241111	ENSG00000241111.1	64053640	64088807	3	RP11-129B22.1
ENSG00000241112	ENSG00000241112.1	148924946	148925373	5	RPL29P14
ENSG00000241114	ENSG00000241114.1	54307111	54307417	2	AC008280.3
ENSG00000241119	ENSG00000241119.1	234580499	234681946	2	UGT1A9
ENSG00000241120	ENSG00000241120.1	167412143	167412430	3	HMGN1P8
ENSG00000241123	ENSG00000241123.1	45999332	46000481	21	KRTAP10-5
ENSG00000241125	ENSG00000241125.1	38453576	38466958	10	RP11-508N22.9
ENSG00000241127	ENSG00000241127.3	39605975	39649919	7	YAE1D1
ENSG00000241128	ENSG00000241128.1	247886401	247887345	1	OR14A2
ENSG00000241129	ENSG00000241129.2	125420001	125420441	12	RPL22P19
ENSG00000241130	ENSG00000241130.1	51090867	51091148	15	RP11-507J18.1
ENSG00000241131	ENSG00000241131.1	147795946	147805816	3	RP11-639B1.1
ENSG00000241134	ENSG00000241134.2	150446824	150487837	7	RP5-1051J4.4
ENSG00000241135	ENSG00000241135.1	156807670	156818924	3	LINC00881
ENSG00000241136	ENSG00000241136.1	143479760	143481377	7	PAICSP6
ENSG00000241143	ENSG00000241143.1	149868325	149868731	3	RPL32P9
ENSG00000241144	ENSG00000241144.2	103269551	103269848	4	RN7SL728P
ENSG00000241146	ENSG00000241146.1	53279213	53280169	12	RPL7P41
ENSG00000241149	ENSG00000241149.2	63465954	63476508	7	RP11-561N12.2
ENSG00000241150	ENSG00000241150.1	136041042	136103638	X	RP11-308D16.2
ENSG00000241151	ENSG00000241151.1	151354962	151375754	3	RP11-454C18.1
ENSG00000241152	ENSG00000241152.2	17053899	17054200	9	RN7SL720P
ENSG00000241155	ENSG00000241155.1	119033140	119041607	3	ARHGAP31-AS1
ENSG00000241156	ENSG00000241156.2	116301401	116301677	3	RN7SL582P
ENSG00000241157	ENSG00000241157.1	58322649	58323008	17	RP11-3K24.1
ENSG00000241158	ENSG00000241158.2	64547014	64573878	3	ADAMTS9-AS1
ENSG00000241159	ENSG00000241159.2	71192701	71192995	2	RN7SL160P
ENSG00000241162	ENSG00000241162.2	110761202	110761506	6	RN7SL617P
ENSG00000241163	ENSG00000241163.3	72084451	72291716	3	LINC00877
ENSG00000241167	ENSG00000241167.2	30435925	30436203	15	RN7SL469P
ENSG00000241168	ENSG00000241168.1	162744184	162949937	3	RP11-10O22.1
ENSG00000241169	ENSG00000241169.1	27783709	27786093	1	RP4-752I6.1
ENSG00000241170	ENSG00000241170.2	74587331	74631067	11	RP11-147I3.1
ENSG00000241172	ENSG00000241172.2	19068769	19069067	19	RN7SL70P
ENSG00000241174	ENSG00000241174.2	72499279	72499566	9	RN7SL570P
ENSG00000241175	ENSG00000241175.2	50536828	50537128	15	RN7SL494P
ENSG00000241179	ENSG00000241179.1	134140468	134140822	5	CTB-2L9.1
ENSG00000241180	ENSG00000241180.1	849551	850351	1	RP11-54O7.2
ENSG00000241183	ENSG00000241183.1	70113032	70113527	16	RP11-106J23.1
ENSG00000241185	ENSG00000241185.2	11901670	11924825	17	RPL21P122
ENSG00000241186	ENSG00000241186.3	46616045	46668033	3	TDGF1
ENSG00000241187	ENSG00000241187.1	154108791	154109254	5	CTC-209L16.1
ENSG00000241188	ENSG00000241188.2	27141313	27141601	1	RN7SL165P
ENSG00000241198	ENSG00000241198.2	130268062	130268364	X	RN7SL191P
ENSG00000241200	ENSG00000241200.1	7859028	7859847	Y	ZNF736P7Y
ENSG00000241202	ENSG00000241202.1	147104754	147105240	3	ZIC4-AS1
ENSG00000241203	ENSG00000241203.1	167676532	167676870	3	HMGN2P26
ENSG00000241204	ENSG00000241204.1	71336360	71336811	8	RP11-333A23.1
ENSG00000241207	ENSG00000241207.1	48136139	48137013	X	RP11-344N17.3
ENSG00000241211	ENSG00000241211.1	159483176	159486401	3	IQCJ-SCHIP1-AS1
ENSG00000241213	ENSG00000241213.1	117397540	117409779	3	RP11-768G7.2
ENSG00000241216	ENSG00000241216.1	6347314	6347614	6	SNAPC5P1
ENSG00000241217	ENSG00000241217.2	57064236	57064530	12	RN7SL809P
ENSG00000241218	ENSG00000241218.1	107046677	107048044	3	RP11-446H18.1
ENSG00000241219	ENSG00000241219.1	112769759	112782290	3	RP11-572M11.1
ENSG00000241220	ENSG00000241220.1	153074896	153091975	3	RP11-292E2.1
ENSG00000241221	ENSG00000241221.2	203482418	203482710	2	AC009960.6
ENSG00000241223	ENSG00000241223.2	3571214	3571509	18	RN7SL39P
ENSG00000241224	ENSG00000241224.2	108855561	108868973	3	RP11-59E19.1
ENSG00000241225	ENSG00000241225.2	22028179	22028247	17	TRNAS30P
ENSG00000241226	ENSG00000241226.2	46154768	46155060	19	RN7SL836P
ENSG00000241227	ENSG00000241227.2	5294613	5294908	3	RN7SL553P
ENSG00000241228	ENSG00000241228.1	36018776	36019225	11	RP5-916O11.1
ENSG00000241229	ENSG00000241229.2	42635888	42636178	20	RN7SL443P
ENSG00000241230	ENSG00000241230.2	53343839	53344138	5	RN7SL801P
ENSG00000241231	ENSG00000241231.1	181138846	181160274	3	RP11-275H4.1
ENSG00000241233	ENSG00000241233.1	71249071	71250253	11	KRTAP5-8
ENSG00000241241	ENSG00000241241.1	39257754	39258461	17	KRTAP4-16P
ENSG00000241243	ENSG00000241243.2	86590008	86590290	5	RN7SL629P
ENSG00000241244	ENSG00000241244.1	90139078	90139580	2	IGKV1D-16
ENSG00000241246	ENSG00000241246.2	127369438	127369735	9	RN7SL302P
ENSG00000241248	ENSG00000241248.2	139168014	139168307	X	RN7SL727P
ENSG00000241250	ENSG00000241250.1	57576226	57576780	4	RPL17P20
ENSG00000241251	ENSG00000241251.2	43954587	43955100	12	RP11-73B8.1
ENSG00000241254	ENSG00000241254.1	66554481	66555973	2	AC092669.2
ENSG00000241255	ENSG00000241255.1	33258554	33258955	11	RP1-89D4.1
