Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	FPKM	Gene name
3	51685907	52105076	11.7435	MAML3
X	71050240	71156056	0.027483099999999996	MAMLD1
7	45639977	45646521	0.0	MAMSTR
10	53904785	54076609	23.031	MAN1A
3	100562208	100685503	20.1576	MAN1A2
2	25332338	25352212	19.4108	MAN1B1
4	134561690	134704290	0.0385363	MAN1C1
17	64600736	64755110	14.5959	MAN2A1
7	80349097	80371375	64.6203	MAN2A2
8	85083270	85098282	136.875	MAN2B1
5	36806921	36830653	42.3669	MAN2B2
9	57130690	57142722	18.0749	MAN2C1
9	57099950	57131290	1.0560100000000001	MAN2C1OS
3	135485611	135571404	19.5012	MANBA
2	157367594	157396763	11.085999999999999	MANBAL
4	26324506	26346891	10.2135	MANEA
4	124855239	124862171	0.41998	MANEAL
9	106838312	106891979	44.442	MANF
6	134609207	134632488	2.7309400000000004	MANSC1
6	147075060	147087032	0.506577	MANSC4
X	16619698	16687818	1.03025	MAOA
X	16709282	16817366	190.287	MAOB
8	125669818	125673359	0.88781	MAP10
2	121289600	121310832	0.0644762	MAP1A
13	99421446	99516540	0.047693599999999996	MAP1B
2	155276297	155278073	9.48025	MAP1LC3A
8	121590361	121598760	60.6125	MAP1LC3B
8	70905932	70917529	11.106	MAP1S
1	66175273	66442583	0.0	MAP2
9	64185770	64253631	19.5458	MAP2K1
10	81105915	81133975	18.2745	MAP2K2
11	60932033	60952811	28.2222	MAP2K3
11	60920917	60931867	0.728124	MAP2K3OS
11	65688243	65788297	16.9201	MAP2K4
9	63163768	63377902	11.9747	MAP2K5
11	110399122	110525522	2.44068	MAP2K6
8	4238740	4247897	17.2099	MAP2K7
13	111746428	111808993	4.1755	MAP3K1
7	27656375	27674598	4.8606	MAP3K10
19	5688742	5702865	18.4703	MAP3K11
15	102497646	102517064	5.37953	MAP3K12
16	21794346	21933439	0.022371400000000003	MAP3K13
11	103219762	103267472	2.81202	MAP3K14
X	159988433	160123351	0.202488	MAP3K15
1	127814791	127855031	0.030957599999999995	MAP3K19
18	32163089	32236751	7.29783	MAP3K2
11	106084613	106155446	31.6354	MAP3K3
17	12227621	12318796	5.3425400000000005	MAP3K4
10	19934472	20142753	12.3356	MAP3K5
4	133240818	133252929	10.2937	MAP3K6
4	31964097	32023467	23.3958	MAP3K7
16	87553330	87595336	0.0	MAP3K7CL
18	4331327	4353015	1.63734	MAP3K8
12	81721010	81781175	0.00904186	MAP3K9
9	109931460	110083955	14.0331	MAP4
7	28982050	29003279	3.55859	MAP4K1
19	6341135	6355615	11.6796	MAP4K2
17	80580512	80728485	26.4248	MAP4K3
1	39900913	40026310	44.8651	MAP4K4
12	69803750	69893200	7.444380000000001	MAP4K5
7	99267447	99337137	0.0	MAP6
16	20233303	20241358	0.206188	MAP6D1
10	20148471	20281590	11.0771	MAP7
4	126232167	126256343	14.8212	MAP7D1
X	159414572	159498757	0.0158202	MAP7D2
3	82358044	82395268	0.0048354999999999995	MAP9
16	16983382	17047453	60.6168	MAPK1
5	102907948	103211334	0.0	MAPK10
15	89142486	89149628	0.191306	MAPK11
15	89130584	89140703	0.083838	MAPK12
17	28769297	28780233	0.375857	MAPK13
17	28691329	28748406	48.3761	MAPK14
15	75993769	75999154	0.0	MAPK15
7	138835823	138846273	6.63595	MAPK1IP1
14	47298266	47323204	13.2637	MAPK1IP1L
7	126759601	126765819	43.6123	MAPK3
18	73928486	74065359	0.0328453	MAPK4
9	75369062	75410005	11.1787	MAPK6
11	61488812	61494406	5.03486	MAPK7
14	33377898	33447158	4.19165	MAPK8
2	92383676	92401263	2.85882	MAPK8IP1
15	89453913	89464468	0.034569300000000004	MAPK8IP2
17	24892153	24936977	13.3778	MAPK8IP3
11	49846751	49886421	11.946	MAPK9
2	34406771	34624950	19.4933	MAPKAP1
1	131053700	131097826	30.5714	MAPKAPK2
9	107254927	107289877	23.3743	MAPKAPK3
5	121525038	121545905	16.3942	MAPKAPK5
2	119972699	120027408	7.34697	MAPKBP1
2	153741274	153773310	28.1294	MAPRE1
18	23752333	23893861	9.5019	MAPRE2
5	30814641	30866106	1.17974	MAPRE3
11	104231390	104332090	0.253826	MAPT
1	184786767	184811313	0.0146611	MARC1
1	184813068	184846451	25.2185	MARC2
8	65617900	66471637	0.115908	MARCH1
11	105360798	105456735	0.476542	MARCH10
15	26309048	26409576	0.0	MARCH11
17	33685692	33718670	126.501	MARCH2
18	56761716	56925548	0.054531100000000006	MARCH3
1	72427112	72536930	0.0	MARCH4
19	37207543	37222151	18.5461	MARCH5
15	31455891	31531053	16.4645	MARCH6
2	60209887	60250676	36.9361	MARCH7
6	116338024	116409540	73.6147	MARCH8
10	127055011	127060184	2.29027	MARCH9
10	37133375	37138920	0.0363083	MARCKS
4	129513581	129515985	0.642416	MARCKSL1
13	4248735	4249025	0.486408	MARCKSL1-PS4
1	120474538	120505024	10.9275	MARCO
16	14109173	14163351	17.6981	MARF1
1	184896789	184999570	0.00664025	MARK1
19	7275396	7341860	10.3955	MARK2
12	111574523	111656221	17.4137	MARK3
7	19424775	19458821	5.41657	MARK4
10	127296221	127311786	30.089000000000002	MARS
1	55237177	55248470	4.17694	MARS2
19	42147400	42151703	6.32998	MARVELD1
13	100595957	100616971	1.20656	MARVELD2
8	109947914	109962203	0.0	MARVELD3
17	12841079	12868143	0.0	MAS1
16	23449417	23520815	0.0	MASP1
4	148602554	148615499	0.045448800000000004	MASP2
8	84911903	84937359	1.5731	MAST1
4	116306762	116464183	4.82322	MAST2
8	70778117	70805054	15.3045	MAST3
13	102732486	103334497	0.862683	MAST4
2	23115606	23156024	3.8618099999999997	MASTL
14	41105035	41124412	0.0	MAT1A
6	72432799	72439558	79.1131	MAT2A
11	40679314	40695203	33.9728	MAT2B
10	81252935	81263365	9.44833	MATK
4	130944385	130955475	0.0	MATN1
15	34306677	34436273	0.121744	MATN2
12	8947929	8972028	0.0	MATN3
2	164389393	164405160	0.0	MATN4
18	35562138	35593835	59.7282	MATR3
8	70016123	70042734	22.2249	MAU2
2	131234063	131248025	9.2111	MAVS
12	76937269	76962201	40.1275	MAX
7	127022130	127027037	60.5045	MAZ
15	77015487	77050670	0.0	MB
16	28826176	28929673	0.00998977	MB21D2
18	74267605	74282732	28.5054	MBD1
18	70568189	70626131	74.933	MBD2
10	80392539	80399550	19.0673	MBD3
9	18478359	18485298	0.0	MBD3L1
9	18430654	18446316	0.0	MBD3L2
6	115840697	115853371	5.76596	MBD4
2	48949508	49325405	5.16908	MBD5
10	127281956	127289018	3.7834	MBD6
12	56328303	56345894	9.45343	MBIP
14	41151458	41159601	0.0	MBL1
19	30232942	30239687	0.0	MBL2
5	138194314	138195621	4.11552	MBLAC1
13	81711341	81753275	3.6987900000000002	MBLAC2
3	60472830	60629750	244.324	MBNL1
14	120275669	120431697	28.4337	MBNL2
X	51117269	51206532	1.6401700000000001	MBNL3
13	30136489	30246717	18.1817	MBOAT1
12	24830879	24964397	0.167881	MBOAT2
8	34115030	34125182	0.172698	MBOAT4
7	3677789	3693523	47.266000000000005	MBOAT7
18	82475146	82585637	17.4682	MBP
11	93885852	93946985	8.74495	MBTD1
8	119508156	119558735	29.6199	MBTPS1
X	157535371	157598715	2.9706099999999998	MBTPS2
8	123407107	123410744	0.341587	MC1R
18	68406907	68429320	0.0	MC2R
2	172248492	172251114	0.0	MC3R
18	66857704	66860506	0.0	MC4R
18	68337596	68342446	0.0	MC5R
9	44134469	44142727	0.0106712	MCAM
15	83546797	83563787	5.94233	MCAT
18	44425060	44812182	0.252399	MCC
3	35959312	36000678	3.4344300000000003	MCCC1
3	35999833	36025106	0.25218	MCCC1OS
13	99948530	100015639	7.219410000000001	MCCC2
7	64392607	64412125	18.4881	MCEE
8	3665754	3669259	0.44293999999999994	MCEMP1
X	60055956	60179089	0.0	MCF2
8	12873806	13020905	2.18302	MCF2L
17	87254443	87265935	23.8345	MCFD2
15	81235499	81238964	0.0286509	MCHR1
13	112993845	113000394	0.026519499999999998	MCIDAS
3	95658788	95663176	85.0972	MCL1
2	4989714	5012791	5.83291	MCM10
6	88883474	88898780	32.9372	MCM2
1	20802968	20820312	59.2049	MCM3
10	76468927	76515857	12.9417	MCM3AP
16	15623897	15637400	33.6513	MCM4
8	75109569	75128439	28.8549	MCM5
1	128331590	128359664	56.416000000000004	MCM6
5	138164583	138172422	33.8607	MCM7
2	132816141	132844197	3.3147800000000003	MCM8
10	53536315	53630439	5.35152	MCM9
7	128696441	128740495	14.1155	MCMBP
1	9908638	9942085	0.24336	MCMDC2
8	3500457	3515232	11.3638	MCOLN1
3	146149833	146195513	1.04948	MCOLN2
3	146117450	146141806	0.0186615	MCOLN3
8	18595131	18803189	4.13952	MCPH1
14	55949809	55952350	14.4152	MCPT-PS1
14	56017971	56020384	0.0	MCPT1
14	56042041	56044642	6.34023	MCPT2
14	56059629	56062313	6.2336	MCPT4
14	56082166	56085273	11.7146	MCPT8
14	56026864	56030495	0.0157781	MCPT9
15	99242817	99251961	19.6362	MCRS1
13	76384535	77031810	149.83100000000002	MCTP1
7	72077830	72306608	0.166479	MCTP2
X	38600578	38613426	23.5296	MCTS1
2	152687035	152687946	2.41011	MCTS2
10	59446984	59616692	39.5572	MCU
13	43538393	43560191	10.1401	MCUR1
17	35841515	35859670	10.5395	MDC1
17	47815328	47834691	0.0	MDFI
6	15720661	15802169	6.35623	MDFIC
17	29827949	29970087	0.0237492	MDGA1
12	66466060	67222549	0.0	MDGA2
11	21556692	21572367	58.9659	MDH1
1	63698819	63730318	0.0	MDH1B
5	135778480	135790398	75.2983	MDH2
2	91929805	91932297	0.637221	MDK
10	118141811	118168997	3.81788	MDM1
10	117688875	117710758	29.4974	MDM2
1	132959484	133030561	19.3259	MDM4
4	32657119	32775217	4.842969999999999	MDN1
14	55657879	55660508	30.7748	MDP1
9	86581371	86695953	2.12965	ME1
18	73769903	73815449	37.6408	ME2
7	89632392	89854359	0.090299	ME3
17	46678793	46683111	65.7312	MEA1
4	125085134	125113238	17.3426	MEAF6
3	29951296	30548008	8.60437	MECOM
X	74026592	74135363	7.03562	MECP2
4	131843470	131867786	7.27313	MECR
11	98152154	98193293	19.8115	MED1
13	69802395	69816104	10.1281	MED10
11	70451919	70453727	31.0133	MED11
X	101274030	101297465	11.3306	MED12
3	59005825	59318682	3.8227300000000004	MED12L
11	86267033	86357602	13.2545	MED13
5	118560679	118765438	7.6293	MED13L
X	12675369	12762073	8.267619999999999	MED14
16	17651208	17732891	11.1711	MED15
10	79894708	79908923	6.61378	MED16
9	15260351	15279931	9.71209	MED17
4	132458731	132463921	7.48146	MED18
2	84678402	84688215	16.548	MED19
17	47611582	47624418	17.4701	MED20
6	146642547	146650732	20.9175	MED21
2	26905262	26910677	20.2003	MED22
10	24869986	24913681	12.4141	MED23
11	98704591	98729435	17.3009	MED24
7	44876765	44892712	13.5686	MED25
8	72494561	72548270	4.12326	MED26
2	29346819	29524793	16.4442	MED27
5	45520229	45529276	7.0869800000000005	MED28
7	28386146	28392708	5.240419999999999	MED29
15	52712408	52730564	20.1682	MED30
11	72211724	72215592	7.0873800000000005	MED31
14	73510025	73518849	22.6122	MED4
12	81573557	81595008	12.9777	MED6
11	46436925	46442721	3.8765699999999996	MED7
4	118409337	118415782	22.6069	MED8
11	59948206	59962205	5.63255	MED9
11	59946889	59948142	0.8233030000000001	MED9OS
5	149411749	149431723	0.0	MEDAG
7	67231163	67372858	11.6649	MEF2A
8	70139711	70167488	0.150045	MEF2B
13	83504034	83667080	0.00950071	MEF2C
3	88142372	88172086	5.59589	MEF2D
16	3707218	3718097	0.0	MEFV
12	109541001	109571726	0.0	MEG3
18	57133090	57297467	0.0	MEGF10
9	64385626	64709205	0.69972	MEGF11
4	154170730	154275713	0.0	MEGF6
7	25317164	25365917	4.234430000000001	MEGF8
4	70427065	70534995	3.35711	MEGF9
15	82069996	82126814	0.0	MEI1
9	81863670	82206007	0.0	MEI4
2	3409043	3422648	0.0	MEIG1
17	24804289	24839788	0.0	MEIOB
11	18879817	19018985	45.7557	MEIS1
2	115863064	116065839	6.8809	MEIS2
7	16175090	16186504	12.2003	MEIS3
4	44300876	44364675	6.01326	MELK
17	74199036	74295521	34.8915	MEMO1
19	6334979	6340891	20.2242	MEN1
11	101877510	101894374	0.0	MEOX1
12	37108540	37179534	0.0	MEOX2
17	43474324	43502812	0.0	MEP1A
18	21061923	21100199	0.0	MEP1B
5	137781906	137787655	38.9026	MEPCE
5	104325329	104338611	0.0	MEPE
2	128698956	128802894	0.0344075	MERTK
7	79792241	79793788	0.0	MESP1
7	79810727	79813439	3.03907	MESP2
6	30723547	30748465	1.0060200000000001	MEST
6	17463800	17573980	0.32045300000000004	MET
3	138458956	138489515	21.2805	METAP1
2	71453276	71525194	7.4116800000000005	METAP1D
10	93858489	93897093	27.1553	METAP2
17	25793221	25797136	7.1429800000000006	METRN
11	121701544	121716306	24.6807	METRNL
10	127041414	127046365	4.11218	METTL1
1	163702256	163725232	0.0	METTL11B
3	123368297	123386108	15.1599	METTL14
2	109092297	109280748	3.30133	METTL15
11	74770830	74828525	13.0989	METTL16
14	51884842	51893039	6.13132	METTL17
1	163994889	163997243	7.5697600000000005	METTL18
11	105126425	105140394	6.56188	METTL2
1	64606473	64617242	10.5899	METTL21A
1	44009408	44020034	0.185756	METTL21C
1	44204070	44218961	0.00965841	METTL21E
16	8470788	8490684	2.67372	METTL22
11	116843278	116854263	13.7775	METTL23
10	40683282	40811083	0.0	METTL24
10	105763189	105841380	3.0754799999999998	METTL25
14	52294841	52305128	17.3121	METTL3
17	94722590	94750019	9.21442	METTL4
2	69871198	69885615	10.0747	METTL5
14	31473578	31495040	14.7966	METTL6
15	100304140	100328662	30.3026	METTL7A1
15	100353200	100361840	0.0	METTL7A2
15	100334929	100340375	0.0	METTL7A3
10	128958274	128960988	0.0	METTL7B
2	70964561	71055583	5.20735	METTL8
7	121034445	121078329	27.022	METTL9
3	88532395	88541396	0.401513	MEX3A
7	82867333	82871515	1.16563	MEX3B
18	73573044	73592575	11.6998	MEX3C
10	80380355	80387659	3.08982	MEX3D
2	121491911	121506665	8.850710000000001	MFAP1A
2	121460235	121474067	2.82178	MFAP1B
4	141010418	141015984	0.0	MFAP2
11	57518664	57533815	14.7689	MFAP3
8	60632827	60676729	3.17958	MFAP3L
11	61485431	61488900	0.021358500000000002	MFAP4
6	122505845	122529290	0.023085400000000002	MFAP5
1	82724890	82752394	26.8419	MFF
7	79133768	79149060	106.04799999999999	MFGE8
8	35587798	35679449	1.9647	MFHAS1
3	32529465	32579239	7.60837	MFN1
4	147873599	147904704	18.8795	MFN2
15	78755882	78773475	12.210999999999999	MFNG
9	44101729	44109187	0.143121	MFRP
3	67582741	67604237	26.2123	MFSD1
5	34633642	34637212	24.871	MFSD10
11	116852440	116875635	5.44811	MFSD11
10	81357491	81366225	2.98612	MFSD12
4	122946850	122961188	0.0292058	MFSD2A
12	4862440	4874359	0.669077	MFSD2B
15	76701465	76704239	1.44664	MFSD3
15	102279454	102281754	21.5176	MFSD5
1	52656286	52727462	21.8563	MFSD6
11	68556186	68558245	0.137574	MFSD6L
5	108441054	108449100	0.0123988	MFSD7A
3	40818103	40846886	5.47841	MFSD8
1	40772038	40790687	1.26767	MFSD9
2	119897228	119969581	14.1489	MGA
6	40628831	40769123	0.0416697	MGAM
3	51388412	51396738	0.05376659999999999	MGARP
11	49244191	49263030	31.0291	MGAT1
12	69184157	69186770	51.2541	MGAT2
15	80173721	80215519	0.0259745	MGAT3
1	37439340	37541016	2.39138	MGAT4A
11	50210890	50235103	20.5986	MGAT4B
10	101681487	102391469	0.0	MGAT4C
1	127205015	127488336	5.99494	MGAT5
11	116918863	116986948	0.0	MGAT5B
11	70130329	70137550	0.020799599999999998	MGL2
6	88724412	88828360	1.2359	MGLL
2	144270663	144281227	6.7592	MGME1
7	136894614	137130266	21.144000000000002	MGMT
6	136872435	136875823	0.0	MGP
16	4886249	4938296	12.1686	MGRN1
6	138140316	138156755	0.25511999999999996	MGST1
3	51660360	51682677	11.4928	MGST2
1	167371966	167393841	11.3763	MGST3
7	27179742	27181157	0.0	MIA
12	59095799	59191583	0.0	MIA2
1	183326725	183369553	0.0	MIA3
5	112213228	112229395	0.0	MIAT
18	10725548	10818704	21.424	MIB1
4	155654677	155669198	13.2728	MIB2
10	41476314	41487032	35.1339	MICAL1
7	112225856	112413106	0.0448795	MICAL2
6	120931707	121130999	2.6944	MICAL3
15	79108898	79136900	5.77607	MICALL1
5	139706696	139736336	3.28914	MICALL2
10	59702477	59864132	54.7568	MICU1
14	57916261	57999262	37.6082	MICU2
8	40307458	40386308	1.1455899999999999	MICU3
X	169685199	170005736	1.47001	MID1
X	10715013	10719690	20.0159	MID1IP1
X	140664599	140767715	0.0254408	MID2
10	80148272	80158368	11.0575	MIDN
15	80234018	80253371	10.0884	MIEF1
11	60728398	60732951	3.13083	MIEF2
11	98437708	98438991	53.1167	MIEN1
4	103114390	103165754	29.2465	MIER1
10	79540245	79555199	5.73411	MIER2
13	111680979	111718596	10.7719	MIER3
10	75859353	75860240	51.7913	MIF
11	115607918	115612969	19.6483	MIF4GD
4	147860778	147868816	23.3424	MIIP
7	18245347	18266092	0.0	MILL1
7	18839966	18865402	2.61004	MILL2
11	106751226	106768794	17.9923	MILR1
11	70562881	70614483	14.3081	MINK1
19	32485769	32515364	17.7668	MINPP1
6	8209222	8236274	9.34716	MIOS
15	89334398	89337015	0.0	MIOX
10	128225838	128231812	0.0	MIP
14	60784573	60905478	7.63068	MIPEP
12	57230427	57497199	4.32483	MIPOL1
9	41531425	41531504	0.0	MIR100
4	101346945	101347027	0.0	MIR101A
19	29135279	29135375	0.0	MIR101B
9	3038669	3038743	0.0	MIR101C
11	35782396	35782481	0.0	MIR103-1
2	131288052	131288137	0.0	MIR103-2
X	72591500	72591579	0.0	MIR105
X	52742503	52742567	0.0	MIR106A
5	138165737	138165818	0.0	MIR106B
19	34820687	34820773	0.0	MIR107
11	96317165	96317274	0.0	MIR10A
2	74726070	74726137	0.0	MIR10B
5	82798944	82799065	0.0	MIR1187
12	109611822	109611941	0.0	MIR1188
12	101021673	101021768	0.0	MIR1190
10	81416240	81416297	0.0	MIR1191B
19	23149431	23149551	0.0	MIR1192
12	109715671	109715791	0.0	MIR1193
17	70860503	70860600	0.0	MIR1195
12	109712317	109712436	0.0	MIR1197
8	84011515	84011633	0.0	MIR1199
16	20604452	20604536	0.0	MIR1224
1	135454603	135454683	0.0	MIR1231
12	110278048	110278129	0.0	MIR1247
15	84951526	84951623	0.0	MIR1249
14	64590657	64590741	0.0	MIR124A-1
3	17795662	17795770	0.0	MIR124A-2
2	180894040	180894107	0.0	MIR124A-3
10	92137140	92137223	0.0	MIR1251
18	56538139	56538198	0.0	MIR1258
17	17830812	17830879	0.0	MIR125A
9	41581926	41582002	0.0	MIR125B-1
16	77646273	77646343	0.0	MIR125B-2
X	147010601	147010686	0.0	MIR1264
2	26591363	26591420	0.0	MIR126B
12	109592846	109592915	0.0	MIR127
1	128202361	128202430	0.0	MIR128-1
9	112118636	112118711	0.0	MIR128-2
6	29022619	29022691	0.0	MIR129-1
2	94241364	94241453	0.0	MIR129-2
15	98519762	98519878	0.0	MIR1291
X	147064905	147065002	0.0	MIR1298
2	94241378	94241442	0.0	MIR129B
16	18284239	18284317	0.0	MIR1306
2	84741115	84741178	0.0	MIR130A
16	17124061	17124142	0.0	MIR130B
9	53400805	53400886	0.0	MIR130C
11	75173682	75173747	0.0	MIR132
18	10782909	10782976	0.0	MIR133A-1
2	180398379	180398482	0.0	MIR133A-2
1	20682769	20682887	0.0	MIR133B
2	29475215	29475294	0.0	MIR133C
12	109734139	109734209	0.0	MIR134
9	106154124	106154213	0.0	MIR135A-1
10	92072086	92072185	0.0	MIR135A-2
1	132198088	132198184	0.0	MIR135B
12	109595327	109595388	0.0	MIR136
3	118433857	118433929	0.0	MIR137
9	122682876	122682974	0.0	MIR138-1
8	94324311	94324381	0.0	MIR138-2
7	101475376	101475443	0.0	MIR139
8	107551244	107551313	0.0	MIR140
6	124717914	124717985	0.0	MIR141
11	87756864	87756927	0.0	MIR142
11	87756841	87756955	14.9625	MIR142B
18	61649196	61649258	0.0	MIR143
11	78073005	78073070	0.0	MIR144
18	69022199	69022273	0.0	MIR145B
11	43374397	43374461	0.0	MIR146
19	46342762	46342870	0.0	MIR146B
2	122640803	122640881	0.0	MIR147
6	51269812	51269910	0.0	MIR148A
15	103285125	103285221	0.0	MIR148B
1	92850378	92850443	0.0	MIR149
7	45121757	45121821	0.0	MIR150
11	96850393	96850465	0.0	MIR152
12	117250817	117250885	0.0	MIR153
12	109738433	109738498	0.0	MIR154
16	84714140	84714204	0.0	MIR155
14	61632027	61632110	0.0	MIR15A
3	69009772	69009835	0.0	MIR15B
14	61631880	61631972	0.0	MIR16-1
3	69009902	69009996	0.0	MIR16-2
8	83723878	83723984	5.915769999999999	MIR1668
14	115043671	115043754	0.0	MIR17
14	115042879	115046727	3.55111	MIR17HG
14	115043851	115043946	0.0	MIR18
1	137966455	137966541	0.0	MIR181A-1
2	38852735	38852810	0.0	MIR181A-2
1	137966639	137966718	0.0	MIR181B-1
2	38853830	38853918	0.0	MIR181B-2
8	84178873	84178961	0.0	MIR181C
8	84178716	84178787	0.0	MIR181D
6	30165918	30165992	0.0	MIR182
6	30169668	30169737	0.0	MIR183
7	81529916	81529988	0.0	MIR1839
7	81529855	81529981	0.0	MIR1839
9	89802260	89802328	0.0	MIR184
1	159340358	159340423	0.0	MIR1843B
16	18327401	18327465	0.0	MIR185
3	157544279	157544349	0.0	MIR186
18	24429110	24429170	0.0	MIR187
X	7247989	7248056	0.0	MIR188
12	54645933	54646012	0.0	MIR1892
18	6490564	6490646	0.0	MIR1893
17	35917889	35917969	389.051	MIR1894
3	134240505	134240583	0.0	MIR1895
13	21445160	21445240	0.0	MIR1896
3	34638464	34638542	0.0	MIR1897
15	12171492	12171574	0.0	MIR1898
9	8246786	8246881	0.0	MIR1899
X	52742331	52742413	0.0	MIR18B
9	21032251	21032328	0.0	MIR1900
18	11840361	11840438	0.0	MIR1901
2	104428861	104428940	0.0	MIR1902
8	128359241	128359320	0.0	MIR1903
13	109903809	109903888	0.0	MIR1904
3	88536301	88536382	0.0	MIR1905
12	109544541	109544620	0.0	MIR1906-1
X	88759474	88759553	0.0	MIR1906-2
15	50889025	50889114	0.0	MIR1907
3	90070020	90070099	0.0	MIR190B
9	108568319	108568392	0.0	MIR191
X	147009441	147009527	0.0	MIR1912
19	6264844	6264932	0.0	MIR192
10	44359676	44359768	0.0	MIR1929
10	77641224	77641307	0.0	MIR1930
10	93162785	93162903	0.0	MIR1931
11	119390472	119390561	0.0	MIR1932
11	21344588	21344675	0.0	MIR1933
11	69663043	69663125	0.0	MIR1934
12	102684928	102685020	0.0	MIR1936
12	40222712	40222811	0.0	MIR1938
16	13449523	13449601	0.0	MIR193B
1	185313319	185313385	0.0	MIR194-1
19	6264643	6264728	0.0	MIR194-2
15	101369352	101369434	0.0	MIR1941
15	76215611	76215673	0.0	MIR1942
15	79375228	79375300	0.0	MIR1943
16	11254368	11254445	0.0	MIR1945
16	32267450	32267583	0.0	MIR1946A
16	33105361	33105445	0.0	MIR1947
18	12714811	12714895	0.0	MIR1948
18	35554492	35554632	0.0	MIR1949
18	35554567	35554636	0.0	MIR1949
2	115638725	115638813	0.0	MIR1951
2	138819929	138820007	0.0	MIR1952
2	151967529	151967617	0.0	MIR1953
2	92191977	92192074	0.0	MIR1955
3	138526421	138526485	0.0	MIR1956
8	111450200	111450322	0.0	MIR1957B
2	56785811	56785907	0.0	MIR195B
5	30170739	30170816	0.0	MIR1960
5	92788451	92788562	0.0	MIR1961
7	135566162	135566282	0.0	MIR1962
7	29083636	29083694	0.0	MIR1963
7	29773294	29773376	0.0	MIR1964
8	105615466	105615573	5.55348	MIR1966
8	124022641	124022722	0.0	MIR1967
8	13189031	13189098	0.0	MIR1968
8	70925525	70925618	0.0	MIR1969
11	96265164	96265265	0.0	MIR196A-1
15	102973350	102973434	0.0	MIR196A-2
6	52230081	52230165	0.0	MIR196B
14	78191373	78191478	0.0	MIR1971
1	184822407	184822488	0.0	MIR1981
10	80828797	80828870	0.0	MIR1982
13	21896918	21897049	0.0	MIR1983
9	21496495	21496564	0.0	MIR199A-1
1	162217814	162217923	0.0	MIR199A-2
2	32318460	32318569	0.0	MIR199B
14	115044000	115044081	101.529	MIR19A
14	115044305	115044391	0.0	MIR19B-1
X	52741983	52742066	0.0	MIR19B-2
2	180389048	180389124	0.0	MIR1A-1
18	10785481	10785552	0.0	MIR1A-2
18	10785446	10785567	0.0	MIR1B
4	156054896	156054985	0.0	MIR200A
4	156055681	156055750	0.0	MIR200B
6	124718322	124718390	0.0	MIR200C
X	67988096	67988161	0.0	MIR201
7	139957689	139957760	0.0	MIR202
12	112130880	112130955	0.0	MIR203
19	22750605	22750672	0.0	MIR204
1	193507463	193507530	0.0	MIR205
1	20679010	20679082	0.0	MIR206
4	40722917	40722995	0.0	MIR207
14	54949060	54949142	0.0	MIR208A
14	54975700	54975776	0.0	MIR208B
14	115044157	115044263	0.0	MIR20A
X	52742113	52742192	0.0	MIR20B
7	141221384	141221493	0.0	MIR210
7	64205806	64205911	0.0	MIR211
11	75173388	75173478	0.0	MIR212
9	104426113	104426187	0.0	MIR2136
X	72992079	72992144	0.0	MIR2137
4	139967526	139967620	0.0	MIR2139
1	162223368	162223477	0.0	MIR214
1	185313581	185313692	0.0	MIR215
11	28757012	28757083	0.0	MIR216A
11	28746191	28746276	0.0	MIR216B
11	28746198	28746266	0.0	MIR216C
11	28763728	28763835	0.0	MIR217
5	48223942	48224051	0.0	MIR218-1
11	35616816	35616925	0.0	MIR218-2
2	29845647	29845711	0.0	MIR219B
17	34025012	34025071	0.0	MIR219C
3	29636744	29636851	0.0	MIR21B
8	128278148	128278225	0.0	MIR21C
11	75463716	75463810	0.0	MIR22
X	19146294	19146388	0.0	MIR221
X	19146893	19146971	0.0	MIR222
X	96242817	96242926	0.0	MIR223
X	72261031	72261112	0.0	MIR224
11	75461539	75466676	4.31233	MIR22HG
8	84208518	84208592	0.0	MIR23A
13	63300484	63300557	0.0	MIR23B
13	63301208	63301275	0.0	MIR24-1
8	84208815	84208921	0.0	MIR24-2
5	138165321	138165404	0.0	MIR25
9	119031796	119031885	0.0	MIR26A-1
10	126995530	126995613	0.0	MIR26A-2
1	74394310	74394394	0.0	MIR26B
8	84208672	84208758	80.4865	MIR27A
13	63300712	63300784	0.0	MIR27B
2	32712807	32712888	0.0	MIR2861
8	73016512	73016591	0.0	MIR28B
7	3218638	3218695	0.0	MIR290B
7	3218919	3219000	0.0	MIR291A
7	3219482	3219560	0.0	MIR291B
7	3219189	3219270	0.0	MIR292
7	3219198	3219259	0.0	MIR292B
7	3220343	3220422	0.0	MIR293
7	3220641	3220724	0.0	MIR294
7	3220773	3220841	0.0	MIR295
2	174267047	174267125	0.0	MIR296
7	10958437	10958512	0.0	MIR297-1
2	10515820	10515921	0.0	MIR297A-3
2	10511667	10511775	0.0	MIR297B
2	10509016	10509113	0.0	MIR297C
2	174267504	174267585	0.0	MIR298
12	109710645	109710693	0.0	MIR299B
6	31062660	31062747	0.0	MIR29A
6	31063023	31063093	0.0	MIR29B-1
1	195037040	195037120	0.0	MIR29B-2
1	195037547	195037634	0.0	MIR29C
12	109724313	109724391	0.0	MIR300
11	87113004	87113089	0.0	MIR301
16	17124400	17124496	0.0	MIR301B
3	127545496	127545564	0.0	MIR302A
3	127545228	127545301	0.0	MIR302B
3	127545363	127545430	0.0	MIR302C
3	127545624	127545689	0.0	MIR302D
10	81271597	81271687	0.0	MIR3057
10	95559231	95559321	0.0	MIR3058
